學校,招生系科,招生群類別,一般考生招生名額,國文,英文,數學,專業一,專業二
宏國德霖科技大學,電腦與通訊工程系,03電機群,5,6,--,--,3,--
宏國德霖科技大學,電腦與通訊工程系,04電子群,9,6,--,--,3,--
宏國德霖科技大學,室內設計系,06土木與建築群,4,6,5,--,3,3
宏國德霖科技大學,室內設計系,07設計群,10,6,5,--,3,3
宏國德霖科技大學,室內設計系,09商業與管理群,3,6,5,--,3,3
宏國德霖科技大學,餐旅管理系,09商業與管理群,1,6,5,4,3,3
宏國德霖科技大學,餐旅管理系,15外語群英語類,1,6,5,4,3,3
宏國德霖科技大學,餐旅管理系,17餐旅群,25,6,5,4,3,3
宏國德霖科技大學,餐飲廚藝系,09商業與管理群,2,5,4,--,3,3
宏國德霖科技大學,餐飲廚藝系,11食品群,2,5,4,--,3,3
宏國德霖科技大學,餐飲廚藝系,17餐旅群,24,5,4,--,3,3
宏國德霖科技大學,休閒事業管理系,09商業與管理群,5,--,--,--,3,3
宏國德霖科技大學,休閒事業管理系,17餐旅群,13,--,--,--,3,3
宏國德霖科技大學,休閒事業管理系,20影視群,3,--,--,--,3,3
宏國德霖科技大學,園藝系,14農業群,15,6,--,--,3,3
宏國德霖科技大學,園藝系,17餐旅群,2,6,--,--,3,3
崇右影藝科技大學,時尚造型設計系,07設計群,1,5,--,--,3,--
崇右影藝科技大學,時尚造型設計系,20影視群,3,5,--,--,3,--
崇右影藝科技大學,時尚造型設計系,13家政群生活應用類,25,5,--,--,3,--
崇右影藝科技大學,影視傳播系,07設計群,5,5,--,--,3,--
崇右影藝科技大學,影視傳播系,09商業與管理群,3,5,--,--,3,--
崇右影藝科技大學,影視傳播系,20影視群,34,5,--,--,3,--
崇右影藝科技大學,演藝事業系,15外語群英語類,10,5,--,--,3,--
崇右影藝科技大學,演藝事業系,17餐旅群,12,5,--,--,3,--
崇右影藝科技大學,演藝事業系,20影視群,55,5,--,--,3,--
台北海洋科技大學,航海與航運管理系（士林校區）,09商業與管理群,2,6,--,--,3,--
台北海洋科技大學,航海與航運管理系（士林校區）,17餐旅群,2,6,--,--,3,--
台北海洋科技大學,航海與航運管理系（士林校區）,18海事群,2,6,--,--,3,--
台北海洋科技大學,海洋運動休閒與觀光管理系 海洋運動休閒組（士林校區,01機械群,1,6,--,--,3,--
台北海洋科技大學,海洋運動休閒與觀光管理系 海洋運動休閒組（士林校區,04電子群,2,6,--,--,3,--
台北海洋科技大學,海洋運動休閒與觀光管理系 海洋運動休閒組（士林校區,17餐旅群,3,6,--,--,3,--
台北海洋科技大學,海洋運動休閒與觀光管理系 觀光管理組（士林校區）,09商業與管理群,5,6,--,--,3,--
台北海洋科技大學,海洋運動休閒與觀光管理系 觀光管理組（士林校區）,13家政群生活應用類,5,6,--,--,3,--
台北海洋科技大學,海洋運動休閒與觀光管理系 觀光管理組（士林校區）,17餐旅群,8,6,--,--,3,--
台北海洋科技大學,餐飲管理系 餐飲廚藝組（士林校區）,01機械群,2,6,--,--,--,3
台北海洋科技大學,餐飲管理系 餐飲廚藝組（士林校區）,09商業與管理群,2,6,--,--,3,--
台北海洋科技大學,餐飲管理系 餐飲廚藝組（士林校區）,17餐旅群,8,6,--,--,3,--
台北海洋科技大學,餐飲管理系 烘焙食品組（士林校區）,11食品群,7,6,--,--,3,--
台北海洋科技大學,餐飲管理系 烘焙食品組（士林校區）,14農業群,2,6,--,--,3,--
台北海洋科技大學,餐飲管理系 烘焙食品組（士林校區）,17餐旅群,5,6,--,--,--,3
台北海洋科技大學,健康照顧社會工作系（淡水校區）,09商業與管理群,4,6,--,--,3,--
台北海洋科技大學,健康照顧社會工作系（淡水校區）,10衛生與護理類,13,6,--,--,--,3
台北海洋科技大學,健康照顧社會工作系（淡水校區）,12家政群幼保類,13,6,--,--,3,--
台北海洋科技大學,健康促進與銀髮保健系（淡水校區）,12家政群幼保類,9,6,--,--,3,--
台北海洋科技大學,健康促進與銀髮保健系（淡水校區）,13家政群生活應用類,6,6,--,--,--,3
台北海洋科技大學,健康促進與銀髮保健系（淡水校區）,17餐旅群,3,6,--,--,--,3
台北海洋科技大學,電競數位遊戲與動畫設計系（淡水校區）,04電子群,8,6,--,--,3,--
台北海洋科技大學,電競數位遊戲與動畫設計系（淡水校區）,07設計群,9,6,--,--,--,3
台北海洋科技大學,電競數位遊戲與動畫設計系（淡水校區）,21資管類,5,6,--,--,3,--
台北海洋科技大學,寵物業經營管理系（淡水校區）,09商業與管理群,22,6,--,--,3,--
台北海洋科技大學,寵物業經營管理系（淡水校區）,13家政群生活應用類,22,6,--,--,3,--
台北海洋科技大學,寵物業經營管理系（淡水校區）,14農業群,22,6,--,--,--,3
台北海洋科技大學,新媒體互動科技應用學士學位學程（淡水校區）,07設計群,17,6,--,--,3,--
台北海洋科技大學,新媒體互動科技應用學士學位學程（淡水校區）,08工程與管理類,3,6,--,--,3,--
台北海洋科技大學,新媒體互動科技應用學士學位學程（淡水校區）,20影視群,7,6,--,--,3,--
亞東科技大學,電機工程系,02動力機械群,8,12,--,--,--,3
亞東科技大學,電機工程系,03電機群,45,12,--,--,3,--
亞東科技大學,電機工程系,04電子群,10,12,--,--,3,--
亞東科技大學,電子工程系,02動力機械群,2,9,--,--,3,--
亞東科技大學,電子工程系,03電機群,5,9,--,--,3,--
亞東科技大學,電子工程系,04電子群,55,9,--,--,3,--
亞東科技大學,通訊工程系,02動力機械群,3,--,--,--,3,3
亞東科技大學,通訊工程系,03電機群,12,--,--,--,3,3
亞東科技大學,通訊工程系,04電子群,32,--,--,--,3,3
亞東科技大學,材料織品服裝系材料應用科技組,01機械群,20,--,--,--,10,3
亞東科技大學,材料織品服裝系材料應用科技組,08工程與管理類,1,--,--,--,10,3
亞東科技大學,材料織品服裝系織品服裝設計組,07設計群,16,--,--,--,10,3
亞東科技大學,材料織品服裝系織品服裝設計組,09商業與管理群,2,--,--,--,10,3
亞東科技大學,材料織品服裝系織品服裝設計組,13家政群生活應用類,7,--,--,--,10,3
亞東科技大學,機械工程系,01機械群,49,10,--,--,--,3
亞東科技大學,機械工程系,02動力機械群,5,10,--,--,--,3
亞東科技大學,機械工程系,03電機群,3,10,--,--,--,3
亞東科技大學,機械工程系汽車組,01機械群,2,10,--,--,--,3
亞東科技大學,機械工程系汽車組,02動力機械群,55,10,--,--,--,3
亞東科技大學,機械工程系汽車組,03電機群,2,10,--,--,--,3
亞東科技大學,工商業設計系,01機械群,4,6,--,--,--,3
亞東科技大學,工商業設計系,07設計群,53,6,--,--,--,3
亞東科技大學,工業管理系,01機械群,23,--,--,--,3,10
亞東科技大學,工業管理系,04電子群,1,--,--,--,3,10
亞東科技大學,工業管理系,08工程與管理類,1,--,--,--,3,10
亞東科技大學,醫務管理系,04電子群,3,6,--,--,--,3
亞東科技大學,醫務管理系,09商業與管理群,28,6,--,--,3,--
亞東科技大學,醫務管理系,13家政群生活應用類,5,6,--,--,3,--
亞東科技大學,資訊管理系,04電子群,10,10,--,--,--,3
亞東科技大學,資訊管理系,07設計群,10,10,--,--,--,3
亞東科技大學,資訊管理系,09商業與管理群,10,10,--,--,3,--
亞東科技大學,行銷與流通管理系,09商業與管理群,34,6,--,5,3,3
亞東科技大學,行銷與流通管理系,17餐旅群,4,6,--,5,3,3
亞東科技大學,護理系,10衛生與護理類,33,10,--,--,--,3
亞東科技大學,護理系,12家政群幼保類,5,10,--,--,--,3
南亞技術學院,機械工程系,01機械群,15,--,--,--,3,--
南亞技術學院,機械工程系,02動力機械群,5,--,--,--,3,--
南亞技術學院,機械工程系,03電機群,3,--,--,--,3,--
南亞技術學院,機械工程系車輛工程組,02動力機械群,12,--,--,--,3,--
南亞技術學院,機械工程系車輛工程組,01機械群,5,--,--,--,3,--
南亞技術學院,機械工程系車輛工程組,03電機群,3,--,--,--,3,--
南亞技術學院,資訊工程系系統與網路工程組,04電子群,10,--,--,--,3,--
南亞技術學院,資訊工程系系統與網路工程組,09商業與管理群,7,--,--,--,3,--
南亞技術學院,資訊工程系系統與網路工程組,03電機群,3,--,--,--,3,--
南亞技術學院,資訊工程系智慧科技應用組,04電子群,9,--,--,--,3,--
南亞技術學院,資訊工程系智慧科技應用組,09商業與管理群,9,--,--,--,3,--
南亞技術學院,資訊工程系智慧科技應用組,03電機群,2,--,--,--,3,--
南亞技術學院,幼兒保育系,12家政群幼保類,12,--,--,--,3,--
南亞技術學院,幼兒保育系,13家政群生活應用類,2,--,--,--,3,--
南亞技術學院,幼兒保育系,17餐旅群,2,--,--,--,3,--
南亞技術學院,休閒與餐旅管理系,17餐旅群,17,--,--,--,3,--
南亞技術學院,休閒與餐旅管理系,04電子群,2,--,--,--,3,--
南亞技術學院,休閒與餐旅管理系,09商業與管理群,2,--,--,--,3,--
南亞技術學院,室內設計系,07設計群,12,--,--,--,3,--
南亞技術學院,室內設計系,09商業與管理群,2,--,--,--,3,--
南亞技術學院,室內設計系,06土木與建築群,1,--,--,--,3,--
黎明技術學院,電機工程系,02動力機械群,6,6,--,--,3,--
黎明技術學院,電機工程系,03電機群,24,6,--,--,--,3
黎明技術學院,電機工程系,04電子群,8,6,--,--,--,3
黎明技術學院,智慧製造工程系,01機械群,20,6,--,--,--,3
黎明技術學院,智慧製造工程系,04電子群,10,6,--,--,--,3
黎明技術學院,智慧製造工程系,09商業與管理群,10,6,--,--,--,3
黎明技術學院,車輛工程系,01機械群,6,10,--,--,--,3
黎明技術學院,車輛工程系,02動力機械群,30,10,--,--,--,3
黎明技術學院,車輛工程系,03電機群,4,10,--,--,--,3
黎明技術學院,數位多媒體系,04電子群,7,6,--,--,--,3
黎明技術學院,數位多媒體系,07設計群,9,6,--,--,3,--
黎明技術學院,數位多媒體系,09商業與管理群,11,6,--,--,3,--
黎明技術學院,化妝品應用系,13家政群生活應用類,35,6,--,--,3,--
黎明技術學院,化妝品應用系,17餐旅群,2,6,--,--,3,--
黎明技術學院,化妝品應用系,20影視群,3,6,--,--,3,--
黎明技術學院,服飾設計系,07設計群,5,6,--,--,--,3
黎明技術學院,服飾設計系,13家政群生活應用類,18,6,--,--,--,3
黎明技術學院,服飾設計系,15外語群英語類,2,6,--,--,--,3
黎明技術學院,數位行銷管理系,09商業與管理群,22,--,--,--,3,--
黎明技術學院,數位行銷管理系,13家政群生活應用類,6,--,--,--,--,3
黎明技術學院,數位行銷管理系,15外語群英語類,2,--,--,--,3,--
黎明技術學院,餐飲管理系,17餐旅群,47,6,--,--,--,3
黎明技術學院,觀光休閒系,17餐旅群,37,6,--,--,3,--
黎明技術學院,表演藝術系,13家政群生活應用類,5,6,--,--,3,--
黎明技術學院,表演藝術系,17餐旅群,7,6,--,--,3,--
黎明技術學院,表演藝術系,20影視群,20,6,--,--,3,--
黎明技術學院,影視傳播系,07設計群,3,6,--,--,3,--
黎明技術學院,影視傳播系,09商業與管理群,3,6,--,--,3,--
黎明技術學院,影視傳播系,20影視群,19,6,--,--,3,--
黎明技術學院,戲劇系,07設計群,2,6,--,--,3,--
黎明技術學院,戲劇系,12家政群幼保類,3,6,--,--,3,--
黎明技術學院,戲劇系,20影視群,20,6,--,--,3,--
德育護理健康學院,護理系,09商業與管理群,4,10,--,--,3,--
德育護理健康學院,護理系,10衛生與護理類,10,10,--,--,3,--
德育護理健康學院,護理系,12家政群幼保類,5,10,--,--,3,--
德育護理健康學院,幼兒保育系,12家政群幼保類,5,10,--,--,3,3
德育護理健康學院,幼兒保育系,13家政群生活應用類,2,10,--,--,3,3
德育護理健康學院,幼兒保育系,17餐旅群,2,10,--,--,3,3
德育護理健康學院,觀光休閒與健康系,07設計群,1,10,--,--,3,3
德育護理健康學院,觀光休閒與健康系,09商業與管理群,2,10,--,--,3,--
德育護理健康學院,觀光休閒與健康系,17餐旅群,4,10,--,--,3,3
德育護理健康學院,高齡照顧福祉系,09商業與管理群,4,10,--,--,3,--
德育護理健康學院,高齡照顧福祉系,12家政群幼保類,3,10,--,--,3,--
德育護理健康學院,高齡照顧福祉系,17餐旅群,3,10,--,--,3,--
德育護理健康學院,餐旅廚藝管理系,09商業與管理群,4,10,--,--,3,3
德育護理健康學院,餐旅廚藝管理系,17餐旅群,9,10,--,--,3,3
德育護理健康學院,餐旅廚藝管理系,16外語群日語類,3,10,--,--,3,3
國立臺南護理專科學校,化妝品應用科,13家政群生活應用類,13,--,--,--,3,--
國立臺東專科學校,餐旅管理科,17餐旅群,8,10,--,--,3,3
國立臺東專科學校,餐旅管理科,13家政群生活應用類,3,10,--,--,3,3
國立臺東專科學校,餐旅管理科,15外語群英語類,1,10,--,--,3,3
國立臺東專科學校,動力機械科產業機械組,01機械群,12,4,4,4,3,3
國立臺東專科學校,動力機械科產業機械組,02動力機械群,5,4,4,4,3,3
國立臺東專科學校,動力機械科車輛組,02動力機械群,15,4,4,4,3,3
國立臺東專科學校,動力機械科車輛組,01機械群,5,4,4,4,3,3
國立臺東專科學校,資訊管理科,09商業與管理群,6,6,5,--,4,3
國立臺東專科學校,資訊管理科,04電子群,16,6,5,--,4,3
國立臺東專科學校,園藝暨景觀科,14農業群,23,6,--,--,3,3
國立臺東專科學校,園藝暨景觀科,07設計群,5,6,--,--,3,3
國立臺東專科學校,園藝暨景觀科,13家政群生活應用類,5,6,--,--,3,3
國立臺東專科學校,建築科,06土木與建築群,20,6,6,6,3,3
國立臺東專科學校,建築科,07設計群,9,6,6,6,3,3
國立臺東專科學校,電機工程科,03電機群,17,--,--,6,3,3
國立臺東專科學校,電機工程科,04電子群,6,--,--,6,3,3
國立臺東專科學校,行銷與流通管理科,09商業與管理群,12,6,5,4,3,3
國立臺東專科學校,行銷與流通管理科,04電子群,2,6,5,4,3,3
國立臺東專科學校,行銷與流通管理科,21資管類,2,6,5,4,3,3
國立臺東專科學校,創意商品設計科,07設計群,16,6,--,6,3,3
國立臺東專科學校,創意商品設計科,13家政群生活應用類,1,6,--,6,3,3
國立臺東專科學校,食品科技科,11食品群,4,6,--,--,3,3
國立臺東專科學校,食品科技科,13家政群生活應用類,1,6,--,--,3,3
國立臺東專科學校,食品科技科,17餐旅群,4,6,--,--,3,3
國立政治大學,金融學系,09商業與管理群,1,3,3,3,2,2
國立清華大學,動力機械工程學系,01機械群,1,--,4,4,3,3
國立清華大學,動力機械工程學系,02動力機械群,1,--,4,4,3,3
國立清華大學,藝術與設計學系設計組,07設計群,1,6,10,--,3,3
國立清華大學,藝術與設計學系創作組,20影視群,1,6,10,--,3,3
國立臺灣大學,土木工程學系,06土木與建築群,1,5,5,5,3,3
國立臺灣大學,動物科學技術學系,14農業群,1,--,10,--,3,3
國立臺灣師範大學,機電工程學系,01機械群,14,8,6,6,3,3
國立臺灣師範大學,車輛與能源工程學士學位學程,02動力機械群,13,--,--,10,3,3
國立臺灣師範大學,車輛與能源工程學士學位學程,03電機群,7,--,--,10,3,3
國立臺灣師範大學,電機工程學系,03電機群,3,--,5,4,3,3
國立臺灣師範大學,電機工程學系,04電子群,4,--,5,4,3,3
國立臺灣師範大學,圖文傳播學系,07設計群,10,4,4,4,3,3
國立成功大學,會計學系,09商業與管理群,2,--,5,5,3,3
國立中興大學,企業管理學系,09商業與管理群,2,--,4,4,3.5,3
國立中興大學,土木工程學系,06土木與建築群,1,--,--,6,3,3
國立中興大學,材料科學與工程學系,05化工群,1,--,5,5,3,3
國立中興大學,農藝學系,14農業群,1,--,10,--,3,3
國立中興大學,園藝學系,14農業群,2,--,6,--,3,3
國立中興大學,森林學系林學組,14農業群,1,--,5,--,3,3
國立中興大學,應用經濟學系,09商業與管理群,1,--,7,7,3,3
國立中興大學,植物病理學系,14農業群,2,--,10,--,3,3
國立陽明交通大學,生物醫學工程學系,03電機群,1,--,--,4,3,3
國立陽明交通大學,電機工程學系,03電機群,1,--,5,5,3,3
國立陽明交通大學,電機工程學系,04電子群,1,--,5,5,3,3
國立陽明交通大學,資訊工程學系,04電子群,1,--,--,5,3,3
國立陽明交通大學,機械工程學系,01機械群,1,--,5,5,3,3
國立陽明交通大學,土木工程學系,06土木與建築群,1,--,5,5,3,3
國立中央大學,經濟學系,09商業與管理群,1,4,6,6,3,3
國立中央大學,財務金融學系,09商業與管理群,1,4,4,4,3,3
國立中山大學,機械與機電工程學系,01機械群,1,--,12,8,3,3
國立中山大學,海洋環境及工程學系,06土木與建築群,1,--,16,4,3,3
國立中山大學,海洋科學系,18海事群,1,12,6,6,3,3
國立中山大學,海洋科學系,19水產群,1,12,6,6,3,3
國立臺灣海洋大學,商船學系,18海事群,6,--,6,5,3,--
國立臺灣海洋大學,航運管理學系,09商業與管理群,3,--,6,--,--,3
國立臺灣海洋大學,輪機工程學系,18海事群,4,--,--,--,--,3
國立臺灣海洋大學,輪機工程學系,02動力機械群,4,--,--,--,3,--
國立臺灣海洋大學,輪機工程學系,03電機群,4,--,--,--,3,--
國立臺灣海洋大學,海洋經營管理學士學位學程,09商業與管理群,2,--,8,--,3,3
國立臺灣海洋大學,食品科學系,11食品群,5,--,8,--,6,3
國立臺灣海洋大學,水產養殖學系,19水產群,5,--,5,--,4,3
國立臺灣海洋大學,機械與機電工程學系,01機械群,2,--,6,5,3,4
國立臺灣海洋大學,環境生物與漁業科學學系,19水產群,4,--,5,4,3,--
國立臺灣海洋大學,海洋文創設計產業學士學位學程,07設計群,1,--,--,--,8,3
國立中正大學,外國語文學系,15外語群英語類,1,--,5,--,--,3
國立中正大學,經濟學系,09商業與管理群,3,6,4,3.5,2.5,2.5
國立高雄師範大學,視覺設計學系,07設計群,2,5,--,--,3,3
國立高雄師範大學,工業科技教育學系能源與冷凍空調組,03電機群,3,--,6,6,3,3
國立彰化師範大學,電機與機械科技學系,01機械群,22,4,4,4,3,3
國立彰化師範大學,電機與機械科技學系,03電機群,12,4,4,4,3,3
國立彰化師範大學,電機與機械科技學系,04電子群,11,4,4,4,3,3
國立彰化師範大學,美術學系,07設計群,1,6,6,--,3,3
國立彰化師範大學,財務金融技術學系,09商業與管理群,15,--,4,4,3,3
國立彰化師範大學,智慧車輛工程學系,02動力機械群,6,4,4,4,3,3
國立彰化師範大學,智慧車輛工程學系,03電機群,6,4,4,4,3,3
國立臺北大學,資訊工程學系,04電子群,1,--,10,6,3,3
國立嘉義大學,園藝學系,14農業群,3,10,--,--,3,--
國立嘉義大學,食品科學系,11食品群,2,--,6,--,3,--
國立嘉義大學,水生生物科學系,19水產群,2,--,10,--,--,3
國立高雄大學,工藝與創意設計學系,07設計群,1,6,--,--,3,5
國立高雄大學,建築學系,06土木與建築群,1,8,5,--,--,3
國立東華大學,電機工程學系,03電機群,2,--,10,10,3,3
國立東華大學,資訊工程學系資工組,04電子群,1,--,10,5,--,3
國立東華大學,藝術與設計學系,07設計群,1,--,--,--,10,3
國立東華大學,藝術創意產業學系,07設計群,1,6,--,--,3,3
國立東華大學,自然資源與環境學系,14農業群,2,--,--,--,--,3
國立東華大學,自然資源與環境學系,19水產群,1,--,--,--,3,--
國立東華大學,藝術創意產業學系,20影視群,1,6,--,--,3,3
國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,09商業與管理群,2,10,--,--,3,--
國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,17餐旅群,2,--,15,--,3,--
國立臺北藝術大學,電影創作學系,07設計群,1,--,--,--,3,--
國立臺灣藝術大學,圖文傳播藝術學系,07設計群,1,4,4,5,3,3
國立臺灣藝術大學,圖文傳播藝術學系,21資管類,1,4,4,5,3,3
國立臺灣藝術大學,電影學系,20影視群,1,4,4,4,3,3
國立臺東大學,幼兒教育學系,12家政群幼保類,3,5,--,--,3,3
國立臺東大學,資訊管理學系,21資管類,1,4,5,6,3,3
國立宜蘭大學,應用經濟與管理學系,09商業與管理群,2,--,--,--,3,3
國立宜蘭大學,土木工程學系,06土木與建築群,1,--,--,4,3,3
國立宜蘭大學,生物技術與動物科學系,14農業群,10,--,--,--,3,4
國立宜蘭大學,食品科學系,11食品群,7,5,--,--,4,3
國立宜蘭大學,森林暨自然資源學系,14農業群,10,5,--,--,4,3
國立宜蘭大學,園藝學系,14農業群,14,--,--,--,3,3
國立聯合大學,機械工程學系,01機械群,22,--,--,4,3,3
國立聯合大學,環境與安全衛生工程學系,01機械群,3,6,5,4,3,3
國立聯合大學,環境與安全衛生工程學系,05化工群,4,6,5,4,3,3
國立聯合大學,環境與安全衛生工程學系,10衛生與護理類,2,6,5,4,3,3
國立聯合大學,電機工程學系,03電機群,8,--,8,6,3,3
國立聯合大學,電機工程學系,04電子群,2,--,8,6,3,3
國立聯合大學,電子工程學系,03電機群,11,6,--,6,3,--
國立聯合大學,電子工程學系,04電子群,15,--,--,6,3,3
國立聯合大學,光電工程學系,03電機群,13,5,--,--,3,--
國立聯合大學,光電工程學系,04電子群,12,5,--,--,3,--
國立聯合大學,建築學系,06土木與建築群,5,8,--,--,--,3
國立聯合大學,經營管理學系,09商業與管理群,5,8,--,--,3,3
國立聯合大學,資訊管理學系,21資管類,26,10,--,--,3,--
國立臺南藝術大學,材質創作與設計系,07設計群,5,5,5,--,3,3
國立臺南大學,視覺藝術與設計學系,07設計群,3,15,15,--,14,3
國立臺南大學,資訊工程學系,04電子群,1,--,--,--,--,3
國立臺北教育大學,文化創意產業經營學系,07設計群,1,6,5,4,3,3
國立臺北教育大學,數位科技設計學系,07設計群,1,6,5,4,3,3
國立臺北教育大學,社會與區域發展學系,17餐旅群,1,6,5,4,3,3
國立臺中教育大學,幼兒教育學系,12家政群幼保類,8,6,--,--,3,--
國立臺中教育大學,國際企業學系,08工程與管理類,1,8,6,--,--,3
國立臺中教育大學,國際企業學系,09商業與管理群,2,8,6,--,4,3
國立臺中教育大學,國際企業學系,21資管類,1,8,6,--,4,3
國立臺中教育大學,文化創意產業設計與營運學系,07設計群,4,10,6,--,5,3
國立臺中教育大學,文化創意產業設計與營運學系,09商業與管理群,1,10,6,--,4,3
國立體育大學,休閒產業經營學系,07設計群,1,6,6,--,3,3
國立體育大學,休閒產業經營學系,09商業與管理群,2,6,6,--,3,3
國立體育大學,休閒產業經營學系,17餐旅群,1,6,6,--,3,3
國立金門大學,應用英語學系,09商業與管理群,1,5,6,--,3,4
國立金門大學,應用英語學系,15外語群英語類,1,5,6,--,3,4
國立金門大學,應用英語學系,17餐旅群,1,5,6,--,3,4
國立金門大學,海洋與邊境管理學系,18海事群,1,6,5,4,3,3
國立金門大學,運動與休閒學系,01機械群,0,--,--,--,--,--
國立金門大學,運動與休閒學系,02動力機械群,0,--,--,--,--,--
國立金門大學,運動與休閒學系,04電子群,0,--,--,--,--,--
國立金門大學,企業管理學系,07設計群,4,6,5,4,3,3
國立金門大學,企業管理學系,09商業與管理群,7,6,5,4,3,3
國立金門大學,觀光管理學系,09商業與管理群,0,--,--,--,--,--
國立金門大學,觀光管理學系,17餐旅群,0,--,--,--,--,--
國立金門大學,工業工程與管理學系,02動力機械群,0,--,--,--,--,--
國立金門大學,電機工程學系,02動力機械群,4,6,--,--,3,--
國立金門大學,電機工程學系,03電機群,4,6,--,--,3,--
國立金門大學,電機工程學系,04電子群,5,6,--,--,3,--
國立金門大學,食品科學系,05化工群,1,6,5,4,3,3
國立金門大學,食品科學系,14農業群,0,--,--,--,--,--
國立金門大學,土木與工程管理學系,06土木與建築群,7,4,--,--,3,3
國立金門大學,土木與工程管理學系,04電子群,0,--,--,--,--,--
國立金門大學,資訊工程學系,04電子群,0,--,--,--,--,--
國立金門大學,護理學系,12家政群幼保類,0,--,--,--,--,--
國立金門大學,社會工作學系,12家政群幼保類,0,--,--,--,--,--
國立臺灣體育運動大學,運動資訊與傳播學系,07設計群,2,6,5,4,3,3
國立臺灣體育運動大學,運動事業管理學系,09商業與管理群,3,9,8,7,3,3
臺北市立大學,應用物理暨化學系應用化學組,05化工群,1,2,2,2,--,1
國立屏東大學,國際經營與貿易學系,09商業與管理群,31,--,--,--,3,3
國立屏東大學,企業管理學系,09商業與管理群,16,--,--,--,3,3
國立屏東大學,財務金融學系,09商業與管理群,10,--,10,9,5,3
國立屏東大學,會計學系,09商業與管理群,49,--,--,--,3,3
國立屏東大學,商業大數據學系,09商業與管理群,23,--,--,--,3,3
國立屏東大學,不動產經營學系,09商業與管理群,23,--,--,--,3,3
國立屏東大學,休閒事業經營學系,09商業與管理群,12,--,--,--,3,3
國立屏東大學,休閒事業經營學系,17餐旅群,9,--,--,--,3,3
國立屏東大學,休閒事業經營學系,15外語群英語類,1,--,--,--,3,3
國立屏東大學,行銷與流通管理學系,09商業與管理群,13,--,--,--,3,3
國立屏東大學,應用英語學系,15外語群英語類,10,--,5,--,3,3
國立屏東大學,應用英語學系,09商業與管理群,14,--,5,--,3,3
國立屏東大學,應用英語學系,17餐旅群,1,--,5,--,3,3
國立屏東大學,應用日語學系,16外語群日語類,3,5,--,--,3,3
國立屏東大學,應用日語學系,09商業與管理群,19,5,--,--,3,3
國立屏東大學,視覺藝術學系,07設計群,5,--,--,--,3,3
國立屏東大學,資訊工程學系,03電機群,15,--,--,5,3,3
國立屏東大學,資訊工程學系,04電子群,4,--,--,5,3,3
國立屏東大學,資訊管理學系,09商業與管理群,22,--,--,5,3,3
國立屏東大學,電腦與通訊學系,03電機群,2,--,--,5,3,3
國立屏東大學,電腦與通訊學系,04電子群,19,--,--,5,3,3
國立屏東大學,智慧機器人學系,03電機群,2,--,--,6,3,--
國立屏東大學,智慧機器人學系,04電子群,3,--,--,6,3,--
國立屏東大學,智慧機器人學系,01機械群,4,--,--,6,3,--
東海大學,工業工程與經營資訊學系,08工程與管理類,1,--,4,5,--,3
東海大學,資訊工程學系,04電子群,8,--,5,4,3,3
東海大學,畜產與生物科技學系,14農業群,2,5,5,--,3,--
東海大學,日本語言文化學系,16外語群日語類,1,8,5,--,--,3
東海大學,電機工程學系,03電機群,3,--,--,5,3,3
東海大學,會計學系,09商業與管理群,1,--,5,--,--,3
輔仁大學,景觀設計學系,14農業群,3,--,--,--,5,3
輔仁大學,織品服裝學系織品設計組,07設計群,3,--,--,--,4,3
輔仁大學,織品服裝學系服飾設計組,07設計群,3,--,--,--,4,3
東吳大學,日本語文學系,16外語群日語類,10,5,4,--,--,3
中原大學,國際經營與貿易學系,09商業與管理群,13,--,--,--,--,3
中原大學,國際經營與貿易學系,15外語群英語類,5,--,--,--,--,3
中原大學,國際經營與貿易學系,21資管類,2,--,--,--,3,--
中原大學,會計學系,09商業與管理群,30,--,4,4,--,3
中原大學,資訊管理學系,21資管類,14,5,5,5,3,3
中原大學,資訊管理學系,09商業與管理群,4,5,5,5,3,3
中原大學,資訊管理學系,08工程與管理類,2,5,5,5,3,3
淡江大學,資訊傳播學系,07設計群,1,4,4,5,3,3
淡江大學,化學工程與材料工程學系,05化工群,1,6,--,4,3,3
淡江大學,化學工程與材料工程學系,11食品群,1,6,--,4,3,3
淡江大學,電機工程學系電機通訊組,03電機群,1,--,4,4,3,3
淡江大學,會計學系,09商業與管理群,1,8,4,4,3,3
淡江大學,資訊管理學系,21資管類,1,3,3,3,2,--
淡江大學,英文學系,15外語群英語類,1,6,6,--,--,3
淡江大學,歐洲語文學系西文組,16外語群日語類,1,3,3,--,1,--
淡江大學,歐洲語文學系俄文組,15外語群英語類,1,3,3,--,2,--
中國文化大學,日本語文學系,16外語群日語類,1,3,--,--,2,2
中國文化大學,化學工程與材料工程學系,05化工群,2,6,5,4,3,3
中國文化大學,紡織科技創新與應用工程學系,05化工群,1,3,--,--,2,--
中國文化大學,紡織科技創新與應用工程學系,07設計群,1,3,--,--,2,--
中國文化大學,生活應用科學系,13家政群生活應用類,1,6,4,--,3,3
中國文化大學,廣告學系,07設計群,2,6,--,--,3,3
逢甲大學,機械與電腦輔助工程學系,01機械群,10,6,--,--,4,3
逢甲大學,纖維與複合材料學系,05化工群,3,5,4,4,3,3
