學校,招生系科,招生群類別,一般考生招生名額,國文,英文,數學,專業一,專業二
逢甲大學,工業工程與系統管理學系,08工程與管理類,2,4,4,4,3,3
逢甲大學,工業工程與系統管理學系,09商業與管理群,3,4,4,4,3,3
逢甲大學,工業工程與系統管理學系,01機械群,2,4,4,4,3,3
逢甲大學,化學工程學系,05化工群,5,5,5,5,3,3
逢甲大學,會計學系,09商業與管理群,22,5,4,--,--,3
逢甲大學,國際經營與貿易學系,09商業與管理群,17,5,4,5,--,3
逢甲大學,財稅學系,09商業與管理群,13,5,5,5,--,3
逢甲大學,合作經濟暨社會事業經營學系,09商業與管理群,11,5,5,5,--,3
逢甲大學,經濟學系,09商業與管理群,5,--,4,4,3,3
逢甲大學,財務金融學系,09商業與管理群,4,4,4,4,--,3
逢甲大學,風險管理與保險學系,09商業與管理群,3,5,4,--,3,3
逢甲大學,外國語文學系,15外語群英語類,7,4,5,--,--,3
逢甲大學,資訊工程學系,04電子群,7,5,5,5,--,3
逢甲大學,土木工程學系,06土木與建築群,7,--,5,5,3,3
逢甲大學,水利工程與資源保育學系,06土木與建築群,5,--,5,5,3,3
逢甲大學,都市計畫與空間資訊學系,07設計群,5,5,4,--,3,3
逢甲大學,土地管理學系,09商業與管理群,4,4,4,4,3,3
逢甲大學,建築專業學院學士班,06土木與建築群,7,4,4,4,3,3
逢甲大學,室內設計學士學位學程,07設計群,3,5,4,4,3,3
靜宜大學,英國語文學系,15外語群英語類,12,--,4,--,--,3
靜宜大學,日本語文學系,16外語群日語類,15,5,5,--,3,3
靜宜大學,社會工作與兒童少年福利學系,12家政群幼保類,8,6,--,--,3,3
靜宜大學,法律學系,09商業與管理群,6,6,--,--,3,--
靜宜大學,法律學系,15外語群英語類,3,6,--,--,3,--
靜宜大學,大眾傳播學系,07設計群,1,5,--,--,3,4
靜宜大學,大眾傳播學系,20影視群,2,5,--,--,3,4
靜宜大學,食品營養學系,11食品群,4,5,--,--,4,3
靜宜大學,行銷與數位經營管理學系,09商業與管理群,16,--,--,--,5,3
靜宜大學,國際企業學系,09商業與管理群,15,--,--,--,--,3
靜宜大學,會計學系,09商業與管理群,15,--,--,--,5,3
靜宜大學,觀光事業學系,09商業與管理群,6,5,--,--,3,--
靜宜大學,觀光事業學系,17餐旅群,4,5,--,--,--,3
靜宜大學,財務金融學系,09商業與管理群,12,--,--,--,--,3
靜宜大學,資訊管理學系,04電子群,1,--,--,--,--,3
靜宜大學,資訊管理學系,09商業與管理群,6,--,--,--,3,--
靜宜大學,資訊工程學系,03電機群,1,--,--,--,3,--
靜宜大學,資訊工程學系,04電子群,5,--,--,--,3,--
靜宜大學,人工智慧應用學系,07設計群,2,5,--,5,4,3
靜宜大學,人工智慧應用學系,08工程與管理類,2,5,--,5,4,3
長庚大學,電機工程學系,03電機群,1,--,5,4,3,3
長庚大學,機械工程學系,01機械群,1,--,5,4,3,3
長庚大學,電子工程學系,04電子群,1,--,4,5,3,3
長庚大學,資訊工程學系,08工程與管理類,1,--,5,4,--,3
長庚大學,工業設計學系,07設計群,2,4,6,5,3,3
元智大學,資訊傳播學系（數位媒體設計組）,07設計群,1,9,9,--,6,3
元智大學,藝術與設計學系,07設計群,2,6,6,--,3,3
元智大學,電機工程學系（甲組）,03電機群,2,--,4,5,3,3
元智大學,電機工程學系（丙組）,03電機群,1,--,4,5,3,3
中華大學,土木工程學系,06土木與建築群,1,5,--,3,--,1
中華大學,應用日語學系,16外語群日語類,2,6,--,--,5,3
中華大學,觀光學院,09商業與管理群,1,2,--,--,1,--
中華大學,觀光學院,17餐旅群,1,2,--,--,1,--
大葉大學,機械與自動化工程學系,01機械群,6,--,--,8,3,--
大葉大學,機械與自動化工程學系,02動力機械群,2,--,--,8,3,--
大葉大學,電機工程學系,03電機群,6,--,--,6,3,--
大葉大學,電機工程學系,04電子群,1,--,--,6,3,--
大葉大學,資訊工程學系,04電子群,1,5,--,--,--,3
大葉大學,環境與安全工程學系,06土木與建築群,2,6,--,--,--,3
大葉大學,企業管理學系,09商業與管理群,1,6,--,--,--,3
大葉大學,財務金融學系,09商業與管理群,2,6,--,--,3,--
大葉大學,會計與資訊管理學系,09商業與管理群,1,6,--,--,3,--
大葉大學,設計學系,01機械群,2,--,--,--,3,3
大葉大學,設計學系,07設計群,2,--,--,--,3,3
大葉大學,設計學系,12家政群幼保類,2,--,--,--,3,3
大葉大學,空間設計學系室內設計組,06土木與建築群,1,--,--,--,3,3
大葉大學,空間設計學系室內設計組,07設計群,1,--,--,--,3,3
大葉大學,空間設計學系建築組,06土木與建築群,2,--,--,--,3,3
大葉大學,造形藝術學系,07設計群,2,6,--,--,3,--
大葉大學,應用日語學系,16外語群日語類,3,6,--,--,3,--
大葉大學,藥用植物與食品保健學系,05化工群,1,10,--,--,--,3
大葉大學,藥用植物與食品保健學系,11食品群,1,10,--,--,--,3
大葉大學,藥用植物與食品保健學系,14農業群,1,10,--,--,3,--
大葉大學,觀光休閒學系,09商業與管理群,1,5,5,--,3,3
大葉大學,觀光休閒學系,14農業群,1,5,5,--,3,3
大葉大學,觀光休閒學系,17餐旅群,1,5,5,--,3,3
大葉大學,餐旅管理學系,17餐旅群,2,6,--,--,3,3
義守大學,機械與自動化工程學系,01機械群,1,--,--,--,3,3
義守大學,機械與自動化工程學系,02動力機械群,1,--,--,--,3,3
義守大學,機械與自動化工程學系,03電機群,1,--,--,--,3,3
義守大學,化學工程學系,05化工群,1,--,--,--,3,--
義守大學,土木工程學系,06土木與建築群,1,6,--,--,3,3
義守大學,企業管理學系,09商業與管理群,1,--,--,--,3,--
義守大學,企業管理學系,13家政群生活應用類,1,--,--,--,3,--
義守大學,企業管理學系,17餐旅群,1,--,--,--,--,3
義守大學,財務金融管理學系,09商業與管理群,2,--,--,--,3,--
義守大學,國際商務學系,09商業與管理群,1,--,--,--,3,--
義守大學,醫務管理學系,09商業與管理群,4,--,--,--,--,3
義守大學,應用日語學系,16外語群日語類,9,--,--,--,--,3
義守大學,餐旅管理學系,17餐旅群,4,--,--,--,--,3
義守大學,廚藝暨美食學學系,17餐旅群,4,--,--,--,--,3
義守大學,大眾傳播學系,20影視群,2,--,--,--,--,3
世新大學,圖文傳播學系,07設計群,12,5,--,--,4,3
世新大學,公共關係暨廣告學系,07設計群,9,5,--,--,4,3
世新大學,數位多媒體設計學系,07設計群,19,5,--,--,4,3
世新大學,資訊管理學系資訊管理組,21資管類,13,5,--,--,3,--
世新大學,資訊管理學系人工智慧暨科技傳播組,21資管類,3,5,--,--,3,--
世新大學,日本語文學系,16外語群日語類,2,5,--,--,--,3
銘傳大學,商業設計學系（桃園校區）,07設計群,12,6,--,--,3,--
銘傳大學,數位媒體設計學系（桃園校區）,07設計群,12,4,--,--,3,--
銘傳大學,商品設計學系（桃園校區）,07設計群,10,6,--,--,3,3
銘傳大學,企業管理學系（台北校區）,09商業與管理群,23,7,7,--,3,3
銘傳大學,會計學系（台北校區）,09商業與管理群,22,7,--,--,--,3
銘傳大學,國際企業學系（台北校區）,09商業與管理群,26,10,--,--,3,--
銘傳大學,餐旅管理學系（桃園校區）,17餐旅群,5,6,--,--,3,3
銘傳大學,資訊工程學系（桃園校區）,04電子群,2,--,--,--,--,3
銘傳大學,電機工程學系（桃園校區）,04電子群,18,--,--,--,10,3
銘傳大學,財務金融學系（台北校區）,16外語群日語類,20,7,--,--,3,3
銘傳大學,資訊應用與金融保險學系（台北校區）,16外語群日語類,6,10,--,--,3,--
銘傳大學,影音新聞暨社群傳播學系（台北校區）,16外語群日語類,5,6,5,--,--,3
銘傳大學,應用日語學系（桃園校區）,16外語群日語類,6,--,--,--,--,3
銘傳大學,觀光事業學系（桃園校區）,16外語群日語類,5,10,--,--,3,4
銘傳大學,休閒遊憩管理學系（桃園校區）,16外語群日語類,5,5,--,--,3,3
銘傳大學,餐旅管理學系（桃園校區）,16外語群日語類,4,6,--,--,3,3
銘傳大學,醫療資訊與管理學系（桃園校區）,16外語群日語類,5,6,--,--,3,--
銘傳大學,資訊應用與金融保險學系（台北校區）,06土木與建築群,4,10,--,--,3,--
銘傳大學,數位媒體設計學系（桃園校區）,06土木與建築群,3,5,--,--,--,3
銘傳大學,建築學系（桃園校區）,06土木與建築群,4,4,4,4,--,3
銘傳大學,生物科技學系（桃園校區）,14農業群,5,6,--,--,3,--
實踐大學,食品營養與保健生技學系（臺北校區）,11食品群,6,5,--,--,3,--
實踐大學,食品營養與保健生技學系（臺北校區）,14農業群,2,5,--,--,3,--
實踐大學,家庭研究與兒童發展學系（臺北校區）,12家政群幼保類,12,5,--,--,3,3
實踐大學,餐飲管理學系（臺北校區）,17餐旅群,12,5,5,--,3,3
實踐大學,服裝設計學系（臺北校區）,07設計群,10,5,5,--,3,3
實踐大學,服裝設計學系（臺北校區）,13家政群生活應用類,10,5,5,--,3,3
實踐大學,工業產品設計學系（臺北校區）,07設計群,2,5,5,--,3,3
實踐大學,會計學系（臺北校區）,09商業與管理群,13,5,--,--,--,3
實踐大學,國際經營與貿易學系（臺北校區）,09商業與管理群,7,5,--,--,3,--
實踐大學,國際經營與貿易學系（臺北校區）,15外語群英語類,6,--,5,--,3,--
實踐大學,企業管理學系（臺北校區）,09商業與管理群,13,5,--,--,--,3
實踐大學,財務金融學系（臺北校區）,09商業與管理群,8,5,--,--,--,3
實踐大學,財務金融學系（臺北校區）,21資管類,4,5,--,--,--,3
實踐大學,風險管理與保險學系（臺北校區）,09商業與管理群,14,5,--,--,3,--
實踐大學,應用外語學系（臺北校區）,09商業與管理群,2,5,5,--,--,3
實踐大學,應用外語學系（臺北校區）,15外語群英語類,11,5,5,--,--,3
實踐大學,資訊科技與管理學系（臺北校區）,21資管類,11,5,--,--,3,--
實踐大學,資訊科技與管理學系（臺北校區）,09商業與管理群,2,5,--,--,3,--
實踐大學,服飾設計與經營學系（高雄校區）,07設計群,4,--,--,--,3,--
實踐大學,服飾設計與經營學系（高雄校區）,13家政群生活應用類,3,--,--,--,--,3
實踐大學,時尚設計學系（高雄校區）,07設計群,6,5,--,--,--,3
實踐大學,時尚設計學系（高雄校區）,13家政群生活應用類,4,5,--,--,--,3
實踐大學,時尚設計學系（高雄校區）,20影視群,1,5,--,--,--,3
實踐大學,觀光管理學系（高雄校區）,09商業與管理群,1,5,--,--,3,--
實踐大學,觀光管理學系（高雄校區）,15外語群英語類,1,--,5,--,--,3
實踐大學,觀光管理學系（高雄校區）,17餐旅群,5,--,--,--,3,3
實踐大學,休閒產業管理學系（高雄校區）,09商業與管理群,2,5,--,--,--,3
實踐大學,休閒產業管理學系（高雄校區）,17餐旅群,3,5,--,--,3,--
實踐大學,應用日文學系（高雄校區）,16外語群日語類,8,--,--,--,--,3
實踐大學,國際企業管理學系（高雄校區）,09商業與管理群,2,--,--,--,3,--
實踐大學,資訊科技與通訊學系（高雄校區）,04電子群,2,--,--,--,3,--
實踐大學,金融管理學系（高雄校區）,09商業與管理群,2,--,--,--,3,--
實踐大學,數位多媒體遊戲設計學系（高雄校區）,07設計群,2,--,--,--,3,--
實踐大學,電腦動畫學士學位學程（高雄校區）,07設計群,2,--,--,--,3,--
高雄醫學大學,醫務管理暨醫療資訊學系,21資管類,2,--,6,5,3,3
高雄醫學大學,醫務管理暨醫療資訊學系,03電機群,1,--,6,5,3,3
高雄醫學大學,醫務管理暨醫療資訊學系,04電子群,1,--,6,5,3,3
高雄醫學大學,醫藥暨應用化學系醫藥化學組,05化工群,1,--,5,--,4,3
高雄醫學大學,醫藥暨應用化學系應用化學組,05化工群,1,--,5,--,4,3
南華大學,旅遊管理學系,17餐旅群,4,--,--,--,3,3
南華大學,建築學系,06土木與建築群,10,--,--,--,3,3
南華大學,生死學系殯葬服務組,14農業群,1,--,--,--,3,3
南華大學,資訊管理學系,21資管類,5,--,--,--,3,3
南華大學,生死學系殯葬服務組,09商業與管理群,2,--,--,--,3,3
南華大學,生死學系社會工作組,09商業與管理群,2,--,--,--,3,3
南華大學,生死學系殯葬服務組,10衛生與護理類,2,--,--,--,3,3
真理大學,企業管理學系,09商業與管理群,1,4,4,--,3,3
真理大學,人文與資訊學系,09商業與管理群,1,--,--,--,4,3
真理大學,國際經營與貿易學系,09商業與管理群,2,--,--,--,3,3
真理大學,法律學系,09商業與管理群,3,4,--,--,3,--
真理大學,財務金融學系,09商業與管理群,1,--,--,--,3,3
真理大學,觀光事業學系,17餐旅群,4,4,--,--,3,--
真理大學,應用日語學系,16外語群日語類,3,4,--,--,--,3
大同大學,事業與資訊經營學系,09商業與管理群,4,--,6,--,3,--
慈濟學校財團法人慈濟大學,公共衛生學系,10衛生與護理類,6,--,4,--,3,--
慈濟學校財團法人慈濟大學,分子生物暨人類遺傳學系,14農業群,5,--,4,--,3,--
慈濟學校財團法人慈濟大學,醫學影像暨放射科學系,01機械群,2,--,--,--,3,3
慈濟學校財團法人慈濟大學,醫學影像暨放射科學系,03電機群,3,--,--,--,3,3
慈濟學校財團法人慈濟大學,醫學影像暨放射科學系,04電子群,3,--,--,--,3,3
慈濟學校財團法人慈濟大學,醫學資訊學系,03電機群,3,--,6,6,3,3
慈濟學校財團法人慈濟大學,醫學資訊學系,04電子群,4,--,6,6,3,3
慈濟學校財團法人慈濟大學,生物醫學暨工程學系,03電機群,1,6,--,--,3,3
慈濟學校財團法人慈濟大學,生物醫學暨工程學系,04電子群,1,6,--,--,3,3
慈濟學校財團法人慈濟大學,經營管理學系,09商業與管理群,15,--,--,--,3,3
慈濟學校財團法人慈濟大學,經營管理學系,14農業群,3,--,--,--,3,3
慈濟學校財團法人慈濟大學,經營管理學系,17餐旅群,14,--,--,--,3,3
慈濟學校財團法人慈濟大學,資訊科技與管理學系,01機械群,2,6,--,--,3,3
慈濟學校財團法人慈濟大學,資訊科技與管理學系,04電子群,12,6,--,--,3,3
慈濟學校財團法人慈濟大學,資訊科技與管理學系,09商業與管理群,13,6,--,--,3,3
慈濟學校財團法人慈濟大學,醫務暨健康管理學系,09商業與管理群,16,--,--,--,3,3
慈濟學校財團法人慈濟大學,醫務暨健康管理學系,17餐旅群,7,--,--,--,3,3
慈濟學校財團法人慈濟大學,社會工作學系,09商業與管理群,4,6,--,--,3,3
慈濟學校財團法人慈濟大學,人類發展與心理學系,09商業與管理群,3,4,--,--,3,3
慈濟學校財團法人慈濟大學,東方語文學系,16外語群日語類,5,5,4,--,3,3
慈濟學校財團法人慈濟大學,兒童發展與家庭教育學系,12家政群幼保類,10,4,--,--,3,--
慈濟學校財團法人慈濟大學,外國語文學系,15外語群英語類,9,--,8,--,--,3
慈濟學校財團法人慈濟大學,傳播學系,20影視群,4,4,--,--,3,--
慈濟學校財團法人慈濟大學,護理學系,09商業與管理群,8,6,--,--,3,--
慈濟學校財團法人慈濟大學,護理學系,10衛生與護理類,16,6,--,--,--,3
慈濟學校財團法人慈濟大學,護理學系,15外語群英語類,4,6,--,--,3,--
臺北醫學大學,牙體技術學系,07設計群,1,5,5,--,3,3
臺北醫學大學,醫務管理學系,09商業與管理群,1,--,5,--,--,3
臺北醫學大學,食品安全學系,11食品群,1,--,8,--,3,3
臺北醫學大學,生物醫學工程學系,08工程與管理類,1,--,8,5,3,3
長榮大學,翻譯學系,15外語群英語類,1,4,--,--,--,3
長榮大學,應用日語學系,16外語群日語類,2,4,4,--,3,3
長榮大學,美術學系,07設計群,1,2,--,--,1,1
長榮大學,職業安全與衛生學系,03電機群,1,--,--,--,3,3
長榮大學,職業安全與衛生學系,05化工群,1,--,--,--,3,3
長榮大學,企業管理學系,09商業與管理群,1,5,--,--,--,3
長榮大學,國際企業學系,09商業與管理群,1,4,--,--,2,--
長榮大學,會計資訊學系,09商業與管理群,1,--,--,--,--,3
長榮大學,財務金融學系,09商業與管理群,1,3,--,--,--,2
長榮大學,航運管理學系,09商業與管理群,1,5,--,--,--,3
長榮大學,航運管理學系,18海事群,1,5,--,--,--,3
長榮大學,土地管理與開發學系,06土木與建築群,1,4,--,--,2,--
長榮大學,保健營養學系,14農業群,1,3,2.5,--,1.5,1.5
長榮大學,消防安全學士學位學程,06土木與建築群,1,5,--,--,3,--
長榮大學,食品安全衛生與檢驗學士學位學程,05化工群,1,--,--,--,2,2
長榮大學,資訊工程學系,04電子群,1,5,4,--,3,3
長榮大學,數位媒體設計學系,07設計群,1,5,4,--,3,3
